k,rho,nu,beta,delta,sigma,lower,upper
0.34706650565455477,1.2381949728512947,0.8902238073922664,-0.8624731750674511,-1.0177352875366208,-0.68,-0.77,-0.59
0.3186079599338838,1.2957253530894224,0.9437186293965856,-0.8510760226696185,-1.051087009291286,-0.69,-0.77,-0.6
-0.13792003176007575,1.2076143775753883,0.9692380495455728,-1.0282587244739316,-1.5862610094061984,-0.78,-0.83,-0.74
0.4664865489379418,0.88547803302643,0.9174223585604773,-0.7831344056693492,-1.0886046609716413,-0.58,-0.64,-0.52
0.3663991934353495,1.1652336814964273,0.9854598027972663,-0.8498516836050712,-1.0506672466987825,-0.64,-0.71,-0.55
0.4375811792368952,1.128224234367567,1.0398083425123201,-0.7467943462482554,-1.0186646550559448,-0.6,-0.62,-0.57
-0.03309077981397352,1.2010969585167466,0.9227615012121388,-0.9699843729931179,-1.5309173637853397,-0.86,-0.91,-0.81
0.35139167103094876,0.9559721761644975,0.9622120927193218,-0.8786209448874489,-1.1104381071671314,-0.77,-0.82,-0.73
0.31579962976472303,0.8485067725965063,0.9522523157654903,-0.8949604503723614,-1.127976057853068,-0.81,-0.85,-0.75
0.11561374531541613,1.5688251758001566,0.7999735995186313,-1.0052568761314797,-1.2103030154561663,-0.86,-0.93,-0.79
0.3007950138184783,1.0776048962277416,0.8449293982534605,-0.9065703207432017,-1.1626246693048592,-0.77,-0.8,-0.73
0.23680541531964683,1.0522949373569015,0.9062520832744034,-0.9135890816240404,-1.2196982498499962,-0.78,-0.85,-0.71
0.32911187186982815,1.2343082490661232,0.8986085598851219,-0.9270610173440272,-1.1224772901000573,-0.78,-0.85,-0.71
0.30423334197305163,0.8796421332024815,0.9282140665103584,-0.8862499685594342,-1.219295828554622,-0.82,-0.9,-0.73
0.1875812122858787,1.0999615300271728,0.8935235946639324,-0.9689146857760672,-1.3399366481384611,-0.6,-0.66,-0.54
0.25679239217056093,1.1048551453075142,0.7723723004370505,-0.9218067257709368,-1.2223678835475549,-0.45,-0.58,-0.33
0.21603189142116108,0.9918273364082246,0.9985034801320014,-0.887665314707609,-1.3017318030050702,-0.7,-0.73,-0.67
