k,rho,nu,beta,delta
0.24935770282220227,0.9266621202949767,0.8498188576462796,-0.9092642601015467,-1.2215367709962952
-0.23032871547199907,1.0880598786927538,0.7734287043785859,-1.2556244361173146,-1.667545354199892
0.23419881607198673,0.9770315720762722,0.968370002671132,-0.8992715243387763,-1.1739940005514513
0.06424916588566987,0.7736577927912962,1.1305678426207586,-1.096232215475739,-1.3443337883218651
-0.027150026614663425,1.2313143519285508,0.8651082407472838,-1.053257245988949,-1.4928902877492256
0.4249324305844683,0.7663267496768043,1.171600587503193,-0.8849087696378346,-1.1402482888613177
0.304523847119856,0.6749387468960018,1.3060605800565648,-0.9336470256224861,-1.2348638904809868
0.4627767978262571,1.0987725686153298,1.046631693094469,-0.9261672417478422,-1.08925850947146
0.5178549542685209,1.355818216884063,0.822491230047703,-0.6502894725801268,-0.9210271851726168
0.27926638229940814,1.4181772198485505,0.9521219390924358,-0.948095032646783,-1.085128948349018
-0.31254617409019475,1.009060509259057,1.1619183078292488,-1.1700552718711605,-1.716702528601194
0.5752336283905082,0.9214278402612327,1.3886039116836268,-0.7452536318432219,-0.836445571204602
0.45795489993197713,1.2018865129311793,1.0184963148260282,-0.8844875446990621,-0.9904707975411282
0.4018223617833242,0.960404040023999,0.9200913554188946,-0.9449283604555896,-1.1355061436902285
0.3941432260890377,1.1464775574106811,1.0117556604774618,-0.9866889969899797,-1.1435887648459047
0.12078357645802051,1.2804570389615328,1.0160336556202256,-0.9210443890088778,-1.325586865623299
-0.039088043225060654,1.2408874023653604,1.1068482656898762,-1.0401378355744282,-1.4298622952438085
0.10226166193303743,0.6594162668864941,0.905761343441978,-1.1469118676366907,-1.42937826615796
-0.10346530950143973,1.3293144652659703,0.9693945257128869,-1.1111864315361448,-1.4420329875415665
0.22518316693587248,1.1387210272776571,1.1259265504202458,-0.9229823193064091,-1.1970484302482192
0.3215593793208332,1.0676408700890931,0.9242218753487453,-0.9429784889338366,-1.1794592267167072
0.37204062679612904,0.8684470056905715,0.8670239257177075,-0.9561991943543832,-1.2155481322784625
0.300832575728297,1.6268259551533781,0.8669742216493002,-0.8999802204959915,-1.0564721207066348
0.36218404221880435,1.392907257995641,1.027903764515849,-0.8907400875465356,-1.006137507671407
0.2533009355404755,0.6850405522994807,1.1518248042327792,-0.9688241061933514,-1.2429355834089226
0.3076226179220851,1.1410567565576202,1.3356349032109156,-0.8690173144272658,-1.0129166420034852
0.22421778799417835,1.14472235671097,0.7994448424271388,-1.0479519071781564,-1.234793247744028
0.32232277801600806,0.7629246114486878,1.17517457845358,-0.8806841692053353,-1.1552401802010195
-0.12601949542090507,1.336927578548083,1.0099829097602893,-1.0976525403057915,-1.4284650607451324
0.32941761655585355,1.2246982621929736,1.1367399565711802,-0.9615709288331513,-0.9993953272054865
0.3197058889004587,0.924885603175903,1.0263567489707761,-0.948999207701883,-1.232998383551736
0.47954789980880785,0.7655689690403962,0.979343899484354,-1.0063722770084182,-1.1736250665038508
0.22761113215255185,0.8118398873668351,1.0214360393964346,-1.0128565268616572,-1.3379000288989025
0.426815269970141,0.5310122971385809,1.3661733356433814,-0.8805161837053407,-1.0186336384148809
0.1772328700498909,0.5909645302896632,1.099179094175777,-1.029152622269117,-1.3336231284686697
0.2197591737806951,1.5362198542947807,0.8372187731245457,-0.9377788686321165,-1.1414425551517149
0.0666572334799097,1.2661064392816566,1.0606166343015315,-1.0015245361879077,-1.3848750994099275
0.1968049288588607,1.0229552085573181,0.9382012650166291,-1.0261487506408145,-1.3428766578681426
0.35765090955088485,1.1136572656196797,0.8801502488736856,-0.8748404644442673,-1.1883035903249757
0.554598466776274,0.8058706244532692,1.040378627055935,-0.8087936592072544,-1.003457777459315
0.2272891309790722,0.970904860942304,0.9465442378656757,-0.8898572767808263,-1.0587178807555977
-0.13201597752114427,1.268718297310358,1.0376857173082388,-1.1548846265346495,-1.4854977548730932
0.3292571967569527,1.0160194612946836,0.8763629772087885,-0.9399728560600314,-1.1856775876730372
0.4950915742481943,0.5503902589805783,1.0891417237053,-0.941195890504698,-1.1230382421811291
0.30048010970903816,1.5628154624495887,0.731660956610934,-0.917950506533214,-1.1046709745217504
0.4437583119739651,0.9707047459094296,0.7346720208253238,-0.9446336636403694,-1.1633316336855115
0.32330456465342194,1.2064875791302583,1.2409366661904229,-0.8400470975802471,-0.9304665953280541
0.286978969364235,0.7502775749178767,1.4357680030664102,-0.8414148301430724,-1.240117495953664
0.429708778834296,0.7733453007114431,1.115823569882401,-0.8630778199755427,-1.026136061448328
0.29379217816092396,0.8599025188948208,1.0539112318668296,-1.0062211303927087,-1.274236852614904
0.5218911501888651,0.8234414681973905,0.9463174548674894,-0.9018763627731397,-1.125665925414422
0.3471953606540663,1.1788271054201225,1.1018326124857953,-0.8855518686687525,-1.0204609542614969
0.3688938880411867,1.1496101545070587,0.9464900442587323,-0.9499986858984595,-1.1256497302758262
0.5332967315479062,1.128814152168134,1.0448158933238028,-0.700910164190834,-0.8470579355742
0.3344541969183906,0.8630054221806482,1.024407930941925,-0.9275616204466377,-1.2183430462876361
0.2526518206031027,1.1306419000170216,1.0327324465136893,-0.9599879440131561,-1.2650838338409953
0.4995841269139571,1.0158971673422648,0.8106097586187836,-0.9228896099898407,-1.1395641622535972
-0.009521462282532811,0.9966075547322547,0.9438378712511168,-1.1043586142014097,-1.5415371530237247
-0.015991474795987948,1.2589194555883991,0.7523064353427411,-1.1197637347463556,-1.4071044496382448
0.10602423909128561,1.1426414257891448,1.1277532199986748,-0.9724802321550835,-1.2968644081251894
0.25234342106445373,0.7128912983361584,1.0255683720490083,-0.9888744526344584,-1.378556621803393
-0.1522453101799962,1.342639809520924,0.9605583449963147,-1.2408652944751704,-1.4557445658960995
0.44856489137718153,0.8762135931849887,0.7240628447679032,-0.977485263822702,-1.205620543478567
0.20135829180187453,0.8364759660473924,0.9503432375896226,-1.0190164164547597,-1.3624855043184545
0.2353899234809762,0.8430328744962802,0.7093847306876828,-1.0422453266012917,-1.3723940942380795
0.2424558794888149,1.155001496387668,0.9135292876933527,-0.9105074919690944,-1.0855716335060273
0.24030426051490295,1.2876799733363526,1.0338526118005318,-0.9433062072869904,-1.2160216395427803
0.36353192028579345,0.910241031226338,0.8510283038749447,-0.9850365968332018,-1.2074995244650937
-0.23535036999145975,0.9520529630702509,1.2075194100478397,-1.1544701061263885,-1.6191055147364675
0.32225341291790904,0.6891162743549247,0.8343191685385715,-0.9861175294303233,-1.2885780160424178
0.27479770695964595,0.7710032402585429,1.1173863535971764,-1.0237854632747303,-1.2387400197001757
0.19763753919076876,0.9343432546479977,0.8893787654115857,-1.096526692379957,-1.326307315756213
0.1809156665702203,1.027065640507333,0.9288063242794412,-1.0204606965108138,-1.346842383690903
-0.639471710847068,2.0840396568386175,0.9610536163091195,-1.3097917021240493,-1.6176035023561628
-0.23370275580066657,1.4872904064271488,1.0544682963313499,-1.1506349738964587,-1.4439234419488085
0.33884683317194175,1.0846177384866085,1.0319084026693068,-0.9375463196922534,-1.2076873764982352
0.38730644674538206,0.7933943910176777,1.0253742262781211,-0.9014037022303852,-1.1747570941861525
0.13461346042974665,1.2376036484639044,0.9118013041324995,-1.0342745598050118,-1.2918222615058206
0.042063452107854116,0.9868534435643155,1.319456171187293,-0.9894062305286585,-1.349522576406123
0.38569206189915284,0.9662153585719884,0.9994218815573932,-0.8033742492271756,-1.046443294984951
-0.5907379268209079,1.2102837085745493,0.7024787403102533,-1.4776552325734018,-1.7215221896605355
0.5979589715950433,0.9757420706625884,1.014614590082785,-0.8647039789081061,-0.889463562682215
0.5219330064059614,0.8378728447388761,0.8506993768769106,-0.978996079121458,-1.2090053189716785
0.4042935905251388,0.8365363050223523,1.048557634283004,-0.9134180160705142,-1.1244467462461545
0.29658126223386855,1.4615915273002649,0.8743229125744236,-0.9049285930456192,-1.0846243218652554
0.20290027179375048,0.9055563861325853,1.0611891811730219,-0.8710129177680581,-1.2663633360165514
0.3959132268024113,0.7110200723318655,0.9904311182313734,-0.9105141712411687,-1.1752304809856957
0.035573214338928294,1.111292748295415,0.9962880202216725,-1.0426056387950977,-1.4279595351263108
0.17230046340158078,1.2521743550835864,0.8574007689640063,-1.0392924706225113,-1.3332068266938948
0.16744692654981747,1.007515683453347,1.1333843361900433,-0.9971748813986135,-1.1693677099101039
0.17374491844102027,0.9206753448006466,1.0170969567123858,-1.0439998471124872,-1.329573842262608
0.4534869260577371,0.7492946674875508,1.06461816065726,-0.7923816274937477,-0.9669522220766504
0.3603124505137867,0.7876321711352599,1.0010623380830728,-0.9434700079185891,-1.1637105305322137
0.1455495023483232,1.2356061967104799,0.7007124607571402,-1.0077298505890515,-1.2722524224203893
0.11313028454400198,0.8815495424587649,0.8854677453017408,-1.0633676113373003,-1.445054797388222
0.26380855935122655,0.8584286239261734,0.9220410794505093,-0.9062043690344224,-1.1806303240593152
0.3730086411639839,0.83904148134006,0.9204965050505777,-0.9486973333642635,-1.2047815824643848
0.36627714636668784,0.9284561709807597,1.09206860284036,-0.9585485776702822,-1.1468967603409577
0.048407179302908276,0.8991537374670364,1.0313085970926128,-1.09874360260103,-1.4101261280403632
-0.013972718367006615,0.9892523242210116,0.7890648585111893,-1.1873161725668602,-1.5195107118245268
