k,rho,nu,beta
1.3159347532675332,0.6716136732496215,0.6346011706835737,-1.046547867386308
1.1568970609118512,0.9901437570986857,1.6004399745933982,-0.9701282500068477
1.5043707908334505,0.6785582357505523,1.0366469903057236,-0.7473475237689793
1.5473787791745532,0.7526009974936024,1.193507116150096,-0.7912451742373727
1.5675853992757531,0.7158593467214929,1.0644395870948824,-0.8770605832086181
1.663139000091138,0.762736119690757,1.0217799042384696,-0.8380419385419364
1.5015004667129608,0.8811625805671619,0.9549416030124277,-0.7572692836932112
1.4830929245222446,0.8591867613434548,1.1589921886152639,-0.771762813536127
1.2970845019828858,0.9476827035692199,1.5544279668276686,-0.8650970470886477
1.289995086346272,0.9361829368830688,1.419870350068,-0.7472761949000676
1.267415327539044,0.8989990889318854,1.5220727363363937,-0.8393502246360253
1.554894781317241,0.8264982660745208,1.0715724376028395,-0.9383858978546764
1.2649295602159345,0.9129464373520456,1.7172829915996632,-0.8476973174440356
1.4188643578113531,0.7884789237490584,1.2787545293761542,-0.7786976053425483
1.508831432620211,0.7065180480857168,1.1277834116524184,-0.7403176930112949
1.4688571227536666,0.9060305657606851,1.4168330578097617,-0.6854437831512386
1.4315799769042787,0.9839847564355888,1.3576338772163545,-0.7068895168699321
1.7707266927023457,0.6640136589344694,1.1067829854863054,-0.7570131304560282
1.2585005102107054,1.0164083316073225,1.3530171391276922,-0.8550628271313708
1.5488058891411869,0.7754219165278661,1.1743490784795905,-0.8302167154353743
1.6059275210460202,0.6471574358238052,1.1449622026678132,-0.8244781867784597
1.469168743947758,0.8658619366760899,1.2246291873755364,-0.778943233215916
1.5508675570479658,0.8248327181047832,1.2538578649504464,-0.6916972383152556
1.5525385893987351,0.8552945220289758,0.7529792475721074,-0.8678587154392756
1.5024534409609949,0.8767938448692454,1.0509537268169526,-0.8826875646751629
1.5157394481662383,0.7119601596550708,1.0824452930380997,-0.8010256656936403
1.723521828127965,0.6614046232751716,0.6939955605331299,-0.7602927980704811
1.6751665580273052,0.9743206920539726,1.1033865776375889,-0.8193474921221973
1.4159558641237775,0.8502111510570118,1.7940779059405636,-0.7518314837195756
1.3000115156717988,0.9367890206347584,1.4799540183886908,-0.8945152523445693
1.514333219246641,0.8678827100451205,1.118699158978682,-0.772850253640355
1.483598209297886,0.8780111229970746,1.226036708901196,-0.6818429224154384
1.4844567149085575,0.9727989696089724,1.000414300763705,-0.7802759176377844
1.5616951195750604,0.7436954374852953,1.3072179208137975,-0.8323219442721925
1.714025778920594,0.6809464664328823,1.22694080679378,-0.7364120051429657
1.7015284791284924,0.6042177200089622,0.896784262228022,-0.7659091588847884
1.4852307714293331,0.9442097310520945,0.7868491116340548,-0.8290757733344603
1.648673678576241,0.6733651838922723,1.160715472117976,-0.9083214255155581
1.4958505196197338,0.8884456632653757,0.964826085589023,-0.8054917828982546
1.406928901536537,0.8724634744663816,1.3355469806732725,-0.8389914665282364
1.3823102439956045,1.0244194991280462,1.4366935921299508,-0.7840716166408521
1.6413618293756551,0.7495154984499361,1.0665294275190755,-0.7423338963701674
1.2012702499387802,1.0452552057716997,1.6840048562749683,-0.8500850672764254
1.6553683155316388,0.7415944981813845,0.942484509866084,-0.7514606397130978
1.4458194405009064,0.9531507040642861,1.432629469498037,-0.8461162315173707
1.5854271422686828,0.7962942964459769,1.2592632981906786,-0.8622389097439747
1.1937387632510668,1.0012279444169263,1.958118978245114,-0.7690144152173235
1.3727754577711089,0.9431658583771187,1.350906521881827,-0.8025520112114478
1.571532592363423,0.823826529997399,1.072635638432897,-0.7594567970748707
1.599412756546353,0.7125363014446608,0.848100145260344,-0.847073398414023
1.5411310590387781,0.8365307744090167,1.1758223424749665,-0.7557895919332026
1.164838425846404,0.9144544569365813,1.821532558681688,-0.9267399163048655
1.6069892840811968,0.7933547272420627,1.0227999658919893,-0.6906874230159424
1.1133308037381124,0.9482162300252387,1.8566902332184847,-0.8852688661644831
1.3974190305555987,0.869262885393673,1.2217622159686161,-0.8127592828285118
1.5613391975837716,0.6916286489952846,0.9895807439608435,-0.8344198226763565
0.9960824040143929,1.0656894163189916,2.1472111246090835,-0.8241918995428227
1.4636009136594201,0.8820448994756118,1.493857643085188,-0.7781288164004937
1.565949574365113,0.8083152952109868,1.2520806972251997,-0.7376050690197897
1.3076320848287233,0.9168663046012839,1.6709605739846287,-0.7657469767412074
1.4700774254135505,0.867409636919686,1.1189013466596736,-0.6948480516643587
1.240763012850524,0.964369263963423,1.2465042363131007,-0.9181580811921226
1.4912036375717763,0.8372128807786996,1.0539754365275862,-0.8335147905374268
1.4579847292495551,0.8449120068760407,1.349502953727501,-0.6714532432286768
1.5242159643960431,0.7071471164848856,1.1807965954760782,-0.7813532171894998
1.59178785354164,0.8611882840780211,0.9833742824466951,-0.7671555886329761
1.6748937974193512,0.6549693064253902,0.9254733443090344,-0.7206194790858009
1.5113714099259505,0.7800837375307197,1.5626561710034557,-0.7169524529753721
1.4244578468058935,0.8080182669124378,1.372982650129203,-0.8027367960936396
1.611183586507517,0.7877474196407187,1.054176618048088,-0.8017848882552376
1.4860015039731111,0.7525321076918896,1.5033535140443903,-0.8165425302558619
1.114411149764945,1.057317865895874,1.9275266295746514,-0.9023458718249052
1.2336025606858292,0.9115604472459597,1.8918030298083837,-0.8446656326109598
1.528213291537585,0.8242071898257743,1.0752040607336395,-0.7329553321267517
1.7310050881913617,0.6073929955768663,1.4059563393299115,-0.8084648456347687
1.5062775812856974,0.9170933521473554,0.8469089970040178,-0.7492741769072894
1.4471969751782487,0.8389054126503459,0.9621119608649378,-0.8663296853357345
1.1659014299186548,1.0248627408334827,1.7211783068563866,-0.9382624646881795
1.315268235261097,0.9949385107501715,1.1387831043423284,-0.9542600040417449
1.398664982455456,0.9019811888774345,1.4139162314717233,-0.6741105679225514
1.6207420286011054,0.7993111159784735,1.3258383799709477,-0.7213589021303405
1.3705871357053168,0.9503605643168875,0.9555655329407958,-0.8523338041638499
1.5506240573263899,0.7352688515676781,0.9816715603044526,-0.8125684370659565
1.5514656048207547,0.7846852791902248,1.1842583507322735,-0.8015761167518441
1.281862620965434,0.8534625728675576,1.7232038839232955,-0.8155648772661301
1.5724412647737362,0.8928721087470247,1.349854699275868,-0.6441305037916312
1.4631506932483866,0.8062315418639346,1.3865752739344486,-0.7519165584821643
1.3376894801789228,0.9595831631019585,1.2650160747279555,-0.8617728637715039
1.1614036467745614,0.908940414281681,1.3801211294212294,-1.0874506192431865
1.3232200871977309,0.7007519446559314,1.603637471753327,-0.73320978203704
1.581275331952137,0.8269794906375704,0.9117101684864657,-0.8619343047912051
1.5633711817229319,0.8336923368708746,1.1249422875198487,-0.7287228989777402
1.5367772841577447,0.7146738972528105,1.3584288628009085,-0.86996293211874
1.4855599190267879,0.7704061092653927,1.4805965737138072,-0.8192003047815283
1.4357909200591141,0.8404143018052347,1.2048980129396587,-0.7783152643773232
1.4109751905845789,0.8880808848630921,1.3719547395517029,-0.8419297234618425
1.463397105354023,0.8209984967166798,0.8725837006994404,-0.7800579549231292
1.5629794596647044,0.8121398895805804,1.1058388840103421,-0.71841745899763
1.4434359979478562,0.8220307409249049,1.2033118144611465,-0.694204779159984
1.5244622508913912,0.8636687403609365,1.2839715376723313,-0.7378938215017464
