k,rho,nu,beta,delta,gamma,sigma_cd,sigma_io,lower_cd,upper_cd,lower_io,upper_io
-0.02436801034184461,0.9948678695345429,1.0417672866591667,-0.9993768513859418,-0.9985646644537498,-1.0014725543184808,-0.52,-2.02,-0.54,-0.5,-2.06,-1.97
-0.015024927094214512,0.994322579798877,1.0370593021541725,-1.0039534267190768,-0.99811529982597,-0.9836738845962045,-0.5,-2.03,-0.53,-0.47,-2.11,-1.95
0.005985216968249432,0.998163743252092,1.0002647687532624,-1.0016581618235243,-0.9879801399806603,-1.0078960318602435,-0.51,-2.03,-0.55,-0.48,-2.09,-1.97
-0.0019488200089563012,0.9943879011058029,0.9905883975651479,-1.0020572481915906,-1.0173640126788834,-0.9907887949336203,-0.5,-2.0,-0.53,-0.47,-2.13,-1.89
-0.002244616059789357,1.0060021958328211,1.0073215552770027,-0.9913444021389298,-0.9898500640946019,-1.0169974541880418,-0.5,-2.03,-0.52,-0.49,-2.1,-1.95
-0.025516021519155017,1.017952163711268,1.0054535245607457,-1.0135962524821682,-1.0058409247105613,-0.9855891383207973,-0.49,-2.05,-0.51,-0.47,-2.12,-1.98
-0.00940458358544708,1.0164236219453857,1.0093477634442563,-1.009023450025587,-0.9982620542360093,-0.9878170798057815,-0.53,-1.92,-0.56,-0.49,-2.04,-1.82
-0.0016657448863896182,1.0024728392531213,0.9920191033077178,-0.9983615670077897,-0.9961057254822043,-1.0073439066495862,-0.49,-1.98,-0.5,-0.47,-2.04,-1.93
-0.016500957273548826,1.0094182728840995,1.0068838564004674,-0.991463212311769,-1.0001117770239834,-1.0044136880609842,-0.51,-1.98,-0.56,-0.45,-2.03,-1.92
0.007267058693664537,0.9896386699942086,1.0289506318092672,-0.9969000970199386,-0.9915400444663207,-1.0015775807472485,-0.49,-2.02,-0.52,-0.46,-2.15,-1.91
0.023876977243319237,0.9964594250771404,1.000172489879214,-0.9891983136371258,-0.9954590423425825,-0.9946574611807487,-0.52,-2.01,-0.54,-0.5,-2.08,-1.93
0.014862347755152596,0.9955970609016965,0.9844376402110016,-1.0031484824679722,-0.9894072917529283,-0.9906658002447586,-0.47,-2.04,-0.53,-0.42,-2.2,-1.9
-0.03146826218917833,1.019066131311904,1.0402112009812794,-0.9966683985358346,-0.997336996494706,-0.9941378300492842,-0.5,-1.97,-0.53,-0.47,-2.03,-1.91
-0.03736466387614029,1.027774230681322,1.024892805623448,-1.0008697027898479,-1.0010433598351025,-1.0215256123442547,-0.49,-2.02,-0.52,-0.46,-2.11,-1.93
0.03325838439301466,1.0074081586832992,0.9974235606315947,-0.9931240691216056,-0.9915408411804605,-1.003404398176793,-0.51,-1.99,-0.53,-0.49,-2.06,-1.92
0.0050555788246466875,1.005109709315052,1.0075256591480652,-0.9925076362349609,-1.0049092578854668,-0.9856088004012914,-0.49,-2.02,-0.52,-0.46,-2.11,-1.93
-0.00426107084929933,1.00270137751298,0.9975676221914566,-1.0010045049475573,-1.012886628381517,-1.0013139055737512,-0.51,-2.03,-0.53,-0.49,-2.07,-1.99
-0.0333537641682842,1.0254938727147143,1.0196288881631346,-1.0162800952136246,-1.0035720040623965,-0.9912587648751586,-0.51,-2.08,-0.53,-0.5,-2.16,-2.01
0.021476745801994233,0.9972775340906026,1.0018129671501672,-0.9907277237882612,-1.0102711434437195,-0.9820447380479735,-0.51,-2.0,-0.52,-0.49,-2.14,-1.86
-0.00416791293937527,1.0200370489069712,0.9898250636674761,-1.0045710345913426,-1.0104020204566107,-0.9899652422220153,-0.5,-2.01,-0.52,-0.48,-2.12,-1.91
0.003991126299662247,1.0197749276384482,0.9835099473805726,-0.9898411406165648,-0.9784716819671169,-1.0093683062924232,-0.5,-1.95,-0.55,-0.44,-2.05,-1.87
0.01787962204102147,0.9991666309702509,1.018977786063565,-1.000352190419425,-0.996544391950807,-0.990920727979276,-0.5,-2.04,-0.52,-0.48,-2.09,-1.98
0.0068708287387429555,1.0135914028234274,0.9954959423822354,-1.0029030634673757,-0.9859267756488156,-1.0072382253237704,-0.5,-1.95,-0.53,-0.48,-2.02,-1.88
0.028889653474528074,1.000244012189563,0.991429930030227,-0.9913004815084713,-0.9989802779612262,-0.9739566260875114,-0.5,-1.94,-0.52,-0.48,-2.03,-1.87
