k,rho,nu,beta,delta
0.12320097391309834,1.0791517362052676,0.9751864135006763,-0.9144881197117743,-0.8318968300254105
0.12276794610830238,0.9679009125508873,0.9668547263937011,-0.9472760911845949,-0.8894290296441183
0.1469011123570906,0.9606408676568959,1.0586778562707329,-0.9024767509456117,-0.7801179346358262
0.08779503599315508,0.9443776296150226,1.0254591736376288,-0.9707414897229871,-0.8265655620860691
0.17808279387630438,0.9437347052932161,0.9891712127377108,-0.9277230526796885,-0.7981318761688831
0.11286177964951888,0.845603608831045,0.996668113507041,-0.965418880227179,-0.900844670931972
0.18600439663848278,0.7803914233906674,1.0304587102877512,-0.9599857415256196,-0.8418720079399886
0.08328250662156622,0.9584642334914679,1.0813370973157201,-0.9396218447532237,-0.9841023947216951
0.07841730322105929,1.2358444228151708,1.0084791681428609,-0.9247032105933496,-0.6974558754578521
0.35032311102564995,0.8676558919081558,0.9669096770246862,-0.8716736562216101,-0.6787898357642543
0.07091611368508326,0.8912787634631826,1.0392320809989744,-0.9624811431339777,-0.8560113846069134
0.18126186245973291,0.8102146243694773,1.0497168884777712,-0.9255016966310404,-0.8236417806442153
0.34459296260818584,0.964794922971075,1.0221721066148448,-0.8792632116774172,-0.6797847300066715
0.13751190093662014,1.0235006601475194,1.057394360621413,-0.9210888069930342,-0.798724556575834
0.276796578582561,0.9084215706737839,0.9617383239890334,-0.9136485520053025,-0.7410603325903715
0.25444078473314513,0.9844311199140823,1.0906470241476618,-0.8371818558419868,-0.6779568279255969
0.17751011984121012,0.9035988366695302,1.0027702285592275,-0.9363613264152094,-0.8196847154869559
0.10278231508760682,0.9806464090517439,0.947907719876216,-0.9460122424539242,-0.8655666803066955
0.1656290339422195,0.9509550639547943,0.9972400895555247,-0.9251506331725914,-0.7818279363622433
0.13425438799179573,0.9218846044506939,1.0492882072321223,-0.9297106726647263,-0.856776609500306
0.15202852921920573,0.9404441263637513,1.0124642340049324,-0.9217977383166794,-0.7901256667946008
0.15201319697352886,0.9889301421221768,1.0003087075077886,-0.9283711457613977,-0.8195708702094758
0.19193733243657132,1.1386043441974991,0.9473068322580573,-0.9146536435055597,-0.8450365763073351
0.12622565166524552,0.9757834229699502,1.0504338689177586,-0.9352224013252456,-0.8124096757819428
0.12450608150185125,0.9096179200160465,0.992130857323294,-0.9571377822689799,-0.8319105542321323
0.058294874634507915,0.8520993945009722,1.0429445194054106,-0.9706875434662151,-0.9803713429333779
0.1628463470551632,0.992651459275097,1.0092230189054892,-0.9287098088531993,-0.8223127632639532
0.06833406569242281,0.8917750808469959,1.0287983796957472,-0.9642070251002438,-0.8788233604412097
0.19202369138580788,0.8624759617609924,0.9723430532523972,-0.934659714060082,-0.7271399493006154
0.26383697258577565,0.8309315850044786,0.9896031230579883,-0.9520864311966706,-0.718221378399813
0.13903409567017233,0.9283848114937782,0.9692388469148474,-0.9567531606642723,-0.9098006212049526
0.11930450219464037,0.8952122360458399,1.0147641301956491,-0.9856082085447139,-0.9487714911708367
0.1393783466481403,0.9111950196281504,1.0142974844789923,-0.9527193660540122,-0.872248520922278
0.17940960938464168,0.8281451335472036,0.9803008533094947,-0.9650995630356056,-0.8308947425156739
0.21962065532687414,0.8198559165586983,1.022033281075223,-0.912609443811056,-0.7482263947079212
0.051575887228293704,1.0926511763650555,1.0019241018704519,-0.9603319918640626,-0.8366814385635548
0.23443177295073486,0.8373979088431281,0.9832601975839944,-0.9205685953044139,-0.7863557463692403
0.16471685647294207,0.9903731226210675,1.0339331998414327,-0.9359048684531237,-0.7520704299672597
0.09741955438814665,1.080200131053547,1.0011464002870942,-0.9343303502210446,-0.7957764862434332
0.20835153862996905,0.9415136195512699,1.0025427059144187,-0.9072351732736214,-0.8701899234482058
0.054253358969902896,1.1061010601225454,1.0639243880190232,-0.955587300243044,-0.8732976077954975
0.12051540540897754,0.957971367746896,0.9992490667750273,-0.9382021011138113,-0.8406705234333028
0.06407308908846647,1.0342430875745605,1.096916236550409,-0.9658646251615266,-0.8565954089393448
0.2503710908788712,0.9659808312768207,0.9512999034850349,-0.9005016869696627,-0.8120335917329627
0.06233270098876459,1.1587207594700162,1.067740821947289,-0.9546817517592934,-0.7648913956583158
0.2639434253411759,1.0705678498670854,1.003176533566519,-0.8563275020250352,-0.7505856589772932
0.19388572918428437,0.9009074364783358,0.9947518769878682,-0.9093973850406988,-0.7514015420792532
0.1038948116928487,0.8103969246071843,1.027014180788954,-0.9791732682548191,-0.8901873370237111
0.13834183310391598,0.9360728944071629,1.0126830468562675,-0.9503394615565542,-0.9977089940046834
0.08683215265662994,0.955292221026905,0.986908356149292,-0.9708699660340702,-0.9386897130255698
0.23148444817271205,0.8913450473089015,1.0141318699990827,-0.9276707744207898,-0.7965694508889277
0.16803876909578955,0.9525708995737857,0.9987161832845451,-0.9252116348840094,-0.826160680515821
0.17145461572415666,0.8799813632218321,1.0044193689616756,-0.9411629343119646,-0.8308913899021931
0.1880759136525108,0.967753830464205,1.0268408750838214,-0.902313123220963,-0.7298287415295329
0.1489913702967257,0.8918534516750523,1.0426946202832879,-0.9352741165843559,-0.813775300226299
0.10764702524579425,0.9301162832057898,0.9710355564219535,-0.965681115985939,-0.854056789187048
0.10890478732530873,0.9756595936334728,1.0412799985643235,-0.9380864988846056,-0.8772995952154001
0.12764315089928904,0.9154369453874277,0.995732847675509,-0.9246634154929863,-0.8186213662354217
0.30238156594646004,0.9520653709929927,0.9062817052968164,-0.8604126327663288,-0.6687352833567741
0.04744822601185386,0.9760180666362646,1.0248958569243103,-0.9881072121713512,-0.9255348522745125
0.1940686698406377,0.9878843663142525,0.9913646100636724,-0.8772576468267959,-0.8032784734879231
0.10469068324786585,1.001562140726957,1.1205146848585872,-0.9516614057505274,-0.819922881247066
0.07940415585700444,1.1074756345166539,1.03959439799393,-0.9533866748288939,-0.9140893795535794
